hr,spo2,skinTemp,ambientGasPpm,zoneTemp,ppeCompliant,shiftDurationHours,pastIncidentCount,age,accident_occurred
90,97,37.206624302866324,32,28,0,8.72474929957462,1,43,0
71,96,38.99385946537987,31,50,1,11.876868153455792,2,64,0
83,95,38.334512312117376,17,24,1,1.0190394179409785,1,62,0
61,99,36.81408564429449,8,22,1,0.8772275155028831,0,38,0
110,99,37.29755517697537,45,30,1,7.5040319946142295,0,39,0
123,94,38.75068908014251,28,27,1,8.585432630494479,0,51,1
128,97,36.84985567944026,12,40,1,4.9701934914193355,3,64,0
60,96,38.09741588249265,15,33,1,4.190987789692624,0,52,0
74,98,38.69101014717658,47,10,1,11.370191471840359,0,25,0
70,97,35.99472699822722,45,47,0,4.142748642807618,0,20,0
60,98,38.49166314095297,40,33,1,8.9208719526366,0,61,0
120,98,38.7361965997198,0,55,1,4.157232191315679,1,40,0
122,93,36.15176185045748,3,23,1,2.501106276750148,0,21,0
91,95,39.13071365617872,0,36,1,5.19720085795241,2,25,0
83,98,37.60258955353022,37,27,1,2.3241123691151664,0,22,0
91,97,38.72257616932347,19,30,1,2.002628083750363,1,40,0
112,96,37.51222025729375,33,16,0,1.63192079318091,0,32,1
115,95,37.1563112351049,5,40,0,9.680563935030419,0,23,1
80,94,36.60724597758172,27,53,1,2.750239975963325,1,51,0
108,99,39.30358530755696,22,22,1,5.869001413698457,3,46,0
89,100,37.86916468358836,17,51,1,11.808252409718849,2,36,0
60,95,37.22049384088422,25,50,0,10.40596628668251,4,29,0
97,100,37.16887578039616,30,21,1,5.089796156910055,0,43,0
122,96,35.515131782619044,10,48,1,0.20432270728624774,0,27,0
119,97,36.255869487407345,50,39,1,5.6904379983097755,2,49,0
60,95,35.90727551835432,43,44,1,8.318405598034971,0,40,0
87,94,36.685176645834964,23,35,1,1.5755294484929152,1,27,0
100,98,37.811062024724755,38,26,0,2.1481640443830043,0,31,0
112,95,38.2248777542017,48,36,1,2.982313188970874,2,40,0
100,96,38.550632378673654,34,51,0,5.694001164223238,0,53,0
86,93,38.54333079747399,15,51,1,11.601483779325957,0,47,0
86,100,34.48833229102369,22,41,1,9.103286819675475,0,27,0
60,98,39.80077387796778,33,25,1,0.19964673221829415,0,34,0
81,95,38.619416617556816,32,47,0,2.4692338803279146,3,55,0
76,96,37.997178320894825,0,45,1,8.81746457338286,1,59,0
91,99,34.66905948854794,14,40,1,0.15050639018540193,0,49,0
73,97,38.68145362727284,24,20,1,10.82214290089946,0,60,0
71,97,36.43696799126098,26,35,1,4.153566885095239,2,36,0
83,96,37.82107490744527,20,40,1,3.5890199346063953,2,47,0
117,94,39.167769688006125,54,41,0,11.374885397832767,0,57,1
89,96,40.70231051791177,8,34,1,0.1799399078701727,1,42,0
85,93,36.576598641906415,11,27,1,3.964250277687829,1,25,0
64,96,38.1225802629743,17,32,1,3.327591466094212,3,24,0
125,95,38.420782732926696,28,33,1,8.01629369381649,2,32,1
118,96,35.678705942918086,44,45,0,9.069418902687783,2,20,1
81,96,37.57263941740898,23,24,1,5.745185417806673,0,54,0
92,94,37.991829093354816,26,52,1,8.572698389189318,1,50,0
67,96,38.430639876366584,14,30,0,6.435514502281852,0,57,0
70,99,36.76969375489229,11,40,0,0.23995124537216905,0,53,0
91,93,35.34225309740786,29,31,1,4.101217775586968,1,45,0
90,95,38.65469176522569,51,35,0,0.5168314832254275,3,42,1
110,100,37.47026860089741,31,24,1,6.029533010346781,3,38,0
118,100,37.158466404127914,62,40,1,1.0940230250438363,0,58,1
88,95,38.34470122205901,38,17,1,7.548102490711797,0,61,0
76,97,37.0141358058982,27,42,0,11.602228907919592,1,20,0
125,97,39.09501835345153,16,26,1,3.619744422739773,0,44,0
91,98,37.105899856087426,27,34,0,10.655769266827278,2,45,0
72,95,39.03645706983061,35,24,1,3.7233868932644305,1,30,0
95,98,37.7022723646571,26,37,1,7.261829189906446,0,31,0
60,92,38.674301805124784,25,29,1,7.399667622958968,0,48,0
67,95,37.54994904600776,15,51,1,1.9476160632686026,3,33,0
60,96,40.38946943239579,14,25,1,10.413813099517421,0,53,0
130,97,38.900988082688485,60,42,1,11.823780254514286,0,38,1
76,95,36.85083535725134,0,16,1,4.672748649847307,5,21,0
92,94,36.502839222896604,27,27,1,0.9137343538111263,1,31,0
119,96,38.35375355406199,22,33,1,4.290148000605457,0,51,0
118,98,39.089214438508755,31,34,1,7.8279789382815315,0,44,0
83,95,36.83960560773275,10,19,1,3.6424839671116085,3,27,0
81,97,36.5508694960171,34,33,1,8.282286025822344,3,64,0
84,96,36.72626828066187,21,21,1,6.478579350154362,0,45,0
70,100,37.368555242650984,29,39,1,7.98574696361989,0,42,0
115,96,38.056815128645006,29,25,1,11.388897733604136,1,49,0
91,96,37.11720493337456,21,27,1,0.3520257679902264,0,31,0
67,99,36.401194828019534,45,42,1,9.277033851537015,0,55,0
72,98,37.59462362008632,41,36,1,11.052367018285207,0,29,0
81,93,35.68446949879098,33,38,1,4.600074294907401,2,59,0
129,96,40.19575420584618,33,40,1,3.840287461305312,3,51,0
73,96,37.26017643250383,31,21,0,8.916554617164627,0,61,0
102,98,37.36982310271249,52,37,1,7.775296857087926,0,44,0
107,98,38.480797446715705,7,13,1,9.083901363192632,0,25,0
106,93,36.16330310584246,20,41,1,7.313323142397753,5,55,0
74,99,36.37606366209975,35,45,1,4.372809894154996,0,33,0
84,99,36.65923398546839,35,42,1,8.417543882465884,1,24,0
72,92,39.008377044461746,42,26,1,3.136246535523402,3,41,0
70,99,36.226794396504346,8,35,1,10.776329059574929,3,37,0
91,100,37.89107610521738,38,21,1,8.659970864117545,2,29,0
69,97,39.43398812907157,76,42,1,5.779528830417888,0,31,0
110,95,37.05405056292963,3,15,1,2.3070815354326886,1,33,0
97,99,34.92737728176536,35,47,1,4.041576081363927,0,62,0
66,96,36.286127176227964,10,60,1,6.644391141555609,3,25,0
80,96,37.38971859990805,0,20,1,7.296508666892896,1,44,0
89,98,35.88012004916938,0,27,1,11.38998576052594,0,52,0
93,95,38.79254135804289,44,22,1,7.826602978474224,0,64,0
76,97,37.045778370530876,30,19,1,9.376623166291324,0,54,0
61,97,39.25233707973206,29,41,1,5.153590451820447,0,56,0
108,96,40.11302242851695,26,41,1,7.494197453451843,1,56,0
79,98,36.223964211679395,12,41,1,0.5100574108683149,1,28,0
80,98,39.00468910900554,25,34,1,3.9901544848789636,1,53,0
88,96,37.7822905124862,44,29,1,6.474376001970473,0,27,0
70,96,41.21776551999094,12,35,0,10.282043000588338,2,32,0
103,94,36.484349843542184,38,32,1,10.005144445204603,1,40,0
99,95,37.45308003124233,28,33,1,5.180067055821542,0,54,0
70,98,37.32863540757742,7,35,1,8.379706935527985,3,26,0
94,99,40.3144652281367,35,36,1,1.3867368050908566,0,52,0
98,95,37.16292267076865,9,30,1,3.6875519005172546,1,62,0
70,92,38.46547206936544,29,36,1,7.962612535044021,0,43,0
93,94,39.33387686130637,35,23,0,4.60404751573087,0,26,0
95,99,38.52569705658927,20,33,1,2.6751839029937394,5,46,0
80,99,38.62014872413283,11,25,1,4.771998384380956,1,56,0
125,94,36.090412281272144,52,31,1,1.7856841545924025,4,58,1
68,97,34.270334149907484,59,49,1,0.4380978805917604,3,38,0
96,99,36.22874541641457,25,35,1,11.147625773672113,0,52,0
91,100,38.183188755619874,59,15,1,4.3592586598738885,2,52,1
102,98,34.837714629346195,45,36,1,6.36706007339058,0,35,0
109,96,39.51166664252365,26,26,1,11.753676594277644,0,41,0
108,99,37.45847898856693,62,24,0,11.382283880590563,0,49,1
77,94,37.7932695424577,11,32,1,1.1470667807557737,3,20,0
65,94,37.93173829185739,49,34,1,11.132455468894959,0,61,0
75,94,36.8519805607164,26,41,1,6.931757710922525,2,47,0
93,100,36.20771179447632,33,37,1,6.104242339278761,0,52,0
69,100,36.873543014377496,22,50,1,6.648284062085226,0,38,0
90,96,37.90549646633864,14,34,0,11.275185038888578,1,26,0
138,97,36.12791093590925,34,36,1,6.391676248114169,4,33,0
74,96,36.43615183981942,68,26,1,8.580574985214813,0,33,1
100,95,36.79374107134164,41,28,1,3.2799759077427217,0,21,0
106,98,40.01711714829367,21,39,1,11.755849084674754,0,61,0
94,100,38.02461543999373,17,33,1,0.5839918789095343,0,38,0
86,97,36.37732658179217,15,32,1,10.567960094217243,0,47,0
101,96,34.399575099018044,39,39,1,2.815274351143933,2,27,0
95,94,40.37587999961985,5,35,1,11.515059743128289,1,64,0
83,95,39.57823781139867,38,29,1,1.7425058236473827,1,45,0
69,96,38.48654956581624,0,42,0,5.424306023413125,2,60,0
72,95,36.87043651530289,11,33,1,11.648646599147902,0,31,0
70,97,39.45076935080305,36,33,1,0.14821893648054543,0,33,0
129,95,34.615435898251725,39,35,1,3.805869516542897,0,49,0
88,97,36.48574787069108,15,37,0,8.749639704031281,1,44,0
123,96,38.259747327590716,43,37,1,6.396437376652895,0,38,0
71,97,37.70342824355022,15,27,1,9.950151629721086,1,46,0
74,95,37.52641844796016,20,41,1,7.4564897798252305,0,48,0
77,97,36.73229831553431,37,35,1,10.82083360715923,2,26,0
129,100,38.732570534156,20,20,1,6.387534982202906,2,31,0
79,97,37.455276154295,42,16,1,11.52526794402529,2,25,0
104,99,39.06655079623441,50,40,1,0.7564681858793199,0,30,0
68,98,40.58176296919553,34,45,1,5.507469676700608,0,26,0
81,95,39.31062779203917,28,47,1,5.213087928468839,1,42,0
60,96,37.3373123152099,15,31,1,6.106383662036101,1,27,0
78,96,37.96893255722007,28,31,0,4.643452161401002,1,34,0
95,96,38.7765509145816,17,28,1,9.95518736977543,4,28,0
124,94,37.472926332967276,37,61,1,11.522163851718098,1,24,1
95,99,37.42822820383558,31,44,1,8.916609118513941,0,56,0
92,96,36.776341777930135,32,43,1,5.935793585677995,0,59,0
60,97,36.766666582613624,33,21,0,10.574938837895782,0,45,0
83,93,38.43582501899008,31,22,1,9.161295942669577,0,43,0
101,93,39.2302919028634,58,27,1,4.488552326208623,0,56,1
83,93,37.62391687085437,18,54,1,1.4940942923664993,0,28,0
60,99,36.12919860129275,44,28,1,5.537366518738046,0,41,0
116,94,37.572548364020506,48,26,1,1.2070230610037687,1,53,0
85,96,40.326919120292814,9,34,1,6.303594697709366,0,44,0
98,93,34.709426721999456,50,18,1,9.67877814947129,4,26,0
89,96,36.3836311111709,18,25,1,9.074023674105371,2,46,0
133,96,38.08137969637933,8,44,1,0.8673779675082366,0,61,0
91,99,39.049482840158795,43,20,1,9.099947217628909,3,22,0
78,95,37.27482773147816,0,47,0,10.655800383281015,0,56,0
107,95,38.21092377892371,23,26,1,8.96919611531822,0,55,0
111,97,38.36195297915165,19,35,1,9.144636438011526,0,45,1
82,96,39.12492785444547,16,37,1,9.190583185817006,0,40,0
111,96,37.57080027587705,19,30,1,2.6864216873230435,0,48,0
62,93,38.56318650445919,31,25,0,9.428087528503724,3,21,0
102,95,41.922788321561946,16,37,1,4.144506288078534,0,43,0
86,98,36.921592058491775,18,29,1,4.635165886051228,1,32,0
88,99,33.924856046346484,38,27,1,3.2013267714283318,1,48,0
71,96,37.264050788634705,45,31,1,1.742402393655454,0,47,0
120,98,36.78647705189735,63,33,1,11.720501113226268,2,51,1
66,100,37.99147317997845,22,37,0,7.380997411239109,1,37,0
115,97,39.980548282347996,0,34,1,5.356123065186349,0,43,0
99,95,36.03568159063109,29,18,0,3.886891731279228,5,55,0
61,95,37.26917378031133,18,56,1,10.584517488878042,0,41,0
103,95,38.14905619814001,14,38,1,2.4872876810137385,0,36,0
115,93,35.823206951079726,20,9,1,9.781501854382904,0,21,0
91,97,37.42654713795954,43,26,1,4.475040967695587,0,48,0
85,98,39.37793210507266,38,40,1,5.966184886557257,0,59,0
63,96,39.80435743877475,23,45,0,10.856937302462445,2,50,0
86,98,37.620205796254844,32,21,1,9.71568879264039,0,31,0
71,97,38.548484649623916,20,42,1,1.538297334125173,3,23,0
134,93,35.96728289735412,38,50,0,1.702777210255037,3,48,1
76,97,39.26048083733173,20,26,0,10.98764170690901,4,36,0
104,97,39.32775510245482,39,39,1,5.870328572957165,0,32,0
77,94,39.16370293633261,22,54,1,2.382940877904961,1,33,0
110,94,36.203036602730755,35,35,1,2.633628824653717,0,55,0
99,99,37.89478884708,0,30,1,10.174722461879515,0,43,0
110,96,37.439821645408486,2,36,0,11.454003542285065,5,41,0
84,98,37.21422499903452,18,25,1,10.239346600391102,1,25,0
108,96,40.08776483451136,37,54,1,6.220303473586903,0,25,0
107,96,35.27607666206827,17,41,1,8.183445846764437,0,49,0
123,97,40.23344888241348,46,35,0,10.602626098672856,0,47,1
114,95,37.58555396963068,36,42,0,8.91532791084338,0,28,1
101,95,38.69686786583919,32,25,1,5.636867278209702,0,52,0
114,95,39.66718504461898,22,16,1,7.180146615795214,0,43,0
104,98,38.52808518655961,43,34,1,9.230156084930002,0,45,0
75,94,37.055205105107525,16,47,1,2.6413980891780398,0,20,0
92,98,36.740047404293946,7,33,1,11.809037774318524,0,44,0
90,97,38.20662966876413,41,54,0,0.8755038623033148,0,42,0
91,100,36.564926937616846,53,37,0,6.821135850497958,0,63,1
118,97,37.838172419614125,53,33,0,10.998333060989884,0,32,1
68,92,36.36583238917265,24,43,1,1.0021564935601648,0,57,0
115,97,37.72640951749039,37,22,1,1.5339643116108597,0,64,0
104,98,38.0725629864606,39,42,1,2.9667524964679743,2,24,0
60,96,36.58472941085619,10,44,1,9.721893098551204,1,57,0
90,98,38.07930287031669,16,6,1,6.964150433260855,0,35,0
84,95,37.59384452519815,32,49,1,3.6376246909585794,2,44,0
99,97,38.2303953835984,32,39,1,5.468899278220021,0,55,0
86,97,39.239496465741546,41,21,1,10.550366366503663,1,39,0
68,100,36.44604869890372,23,23,1,9.732184895020266,3,26,0
125,97,36.41426142817404,35,16,0,8.960600213554308,0,23,1
95,96,37.29220665897547,11,36,1,9.93888243636822,2,58,0
80,94,36.855940257407084,29,30,1,11.231183799106786,3,29,0
102,98,38.11043411053784,13,46,0,3.5539050874923146,2,22,0
60,99,39.047909379249774,33,39,1,8.664204525256334,4,28,0
79,97,35.49522548449965,29,40,1,8.466789448969228,4,24,0
103,95,38.185970864878605,37,21,1,11.598675357057687,0,52,0
71,100,37.804262030981356,50,38,1,5.161207635295007,4,38,0
60,97,36.341748176379795,15,34,1,1.9650732480340172,4,45,0
73,99,36.409058125558815,4,28,1,9.748276168276135,0,50,0
130,98,36.87850710952071,24,45,1,10.767779666910789,0,62,0
67,96,39.58471763924625,18,46,0,0.6503692507247959,2,25,0
63,97,41.285776475879565,23,36,1,7.725223567972141,2,23,0
60,96,36.62042229494999,29,51,1,8.467110284560508,0,27,0
94,99,33.92889104245911,14,40,1,11.555944225555054,1,31,0
85,94,37.063061346057495,15,21,0,4.514344633737293,2,26,0
109,98,39.8586593001146,26,36,1,4.495252515697232,0,44,0
72,99,39.17639551113839,24,33,1,4.48460621043341,0,35,0
87,96,33.61601424351065,3,21,1,3.8725189340324233,3,47,0
75,94,39.01303960704983,32,43,1,5.536143663567392,0,34,0
65,97,37.084199627106194,11,33,0,7.590486715454043,1,48,0
61,99,37.1881994985459,25,25,1,6.643691566738617,4,35,0
78,100,36.36812152979461,0,22,1,9.626577594765708,2,38,0
89,99,37.0015263604913,9,18,1,5.278502148513895,2,21,0
109,94,37.665698665491746,32,34,1,6.385467877240665,2,59,0
107,97,37.962207574103985,36,30,0,7.169381845580672,1,39,0
71,96,38.856931097127806,38,26,1,10.807132411558875,3,31,0
77,96,38.555163577272126,46,42,1,9.819696517122425,2,25,0
89,95,36.64117934045034,36,37,1,0.6100095618487857,3,54,0
118,95,36.67449254978995,34,40,1,1.7826295429187542,0,37,0
65,98,37.153738872279405,10,48,1,6.347151510885662,0,32,0
60,95,39.39399635486291,2,44,0,2.719013591056039,2,58,0
92,99,40.50753745709736,11,36,1,8.843749114474226,2,39,0
80,97,36.338047920701506,5,19,0,4.148229031642145,0,34,0
62,100,38.3227408247491,22,37,1,4.579917581866185,0,28,0
99,96,38.27607088475964,19,39,1,6.836632190349668,3,23,0
106,97,37.265600354385235,26,42,1,11.210166305296381,2,54,0
76,96,36.92231139884213,32,20,1,11.778435042821581,1,51,0
106,97,36.774322132102945,46,34,1,1.050706151382938,1,39,0
72,95,35.73772419395113,31,33,1,6.481407847222333,0,38,0
127,96,39.85376387125588,25,54,1,8.00775121329249,3,24,1
78,94,36.018729484424455,36,33,0,1.166163966997474,3,47,0
103,92,38.841661274028915,47,42,0,9.450362966144265,0,51,0
87,95,38.496291167950844,54,21,0,6.679509772663351,2,44,1
89,98,34.89002033093294,39,39,1,7.8129119015455695,0,27,0
102,96,37.51076828152341,25,23,1,4.299850465687781,2,27,0
111,94,37.469384242685244,25,16,1,1.8561236326468844,3,62,0
77,98,37.997063289459014,49,36,1,6.433179482265675,2,39,0
78,93,38.09703074434581,40,38,1,9.74802221510798,1,21,0
91,98,39.05878326754329,24,44,1,9.701797552292165,0,46,0
90,95,39.128974117304494,0,41,0,1.8690266602333694,1,43,0
75,94,38.769086534521584,39,29,1,6.534998791073776,2,38,0
90,95,35.63796695782611,11,35,1,0.2922530327463011,2,26,0
76,99,37.97168070366879,49,33,1,10.589689655649922,1,49,0
108,97,38.59673208535456,10,14,1,2.629042050638655,0,44,0
117,98,37.91050449716056,49,30,1,3.215646898841672,3,47,0
72,96,39.19215222411797,12,26,0,1.8836282995122704,1,39,0
91,93,38.79701743162993,25,33,1,11.161740842391595,0,49,0
74,96,36.91246515269395,27,31,1,0.5823717289849034,0,58,0
62,96,38.144426482522704,22,59,1,6.469337991464683,1,63,0
97,97,37.3311725073719,26,40,1,3.585622100302133,1,44,0
75,95,35.73153374421444,27,39,1,11.023697721358928,0,36,0
77,97,38.300345667024395,16,17,1,0.48556863650683396,0,53,0
99,95,36.71257695990849,35,43,1,9.468420136499484,2,50,0
83,96,35.72023458034394,8,21,1,4.492034142320829,3,63,0
134,96,36.42177568030011,28,26,0,8.913833998826533,1,29,1
69,98,38.35606434873609,39,9,1,7.386682765507998,3,41,0
95,96,37.98993987283738,31,32,1,1.3508490940545104,2,34,0
74,98,35.49248376129359,9,31,1,9.262376003401412,0,24,0
70,96,37.26162579859826,27,31,1,0.8065044620323338,2,59,0
121,91,37.866019097130504,14,39,1,0.5537284710809292,5,21,0
60,96,36.493247331345245,26,32,1,4.388805722869491,2,33,0
98,96,37.68410420337897,36,34,1,11.403323292280403,0,60,0
60,95,36.59560355313841,4,27,0,5.348266636126011,2,60,0
95,98,34.71842598930973,35,26,1,10.56138407505141,0,47,0
97,99,35.8187573598821,34,24,1,0.9787906453460277,3,62,0
111,97,36.98651854099571,50,31,0,1.2606479540084579,1,26,1
100,98,39.09392521053521,37,27,1,7.833720271471977,0,44,0
69,98,37.611009019078026,30,41,1,9.359425995630012,1,46,0
128,98,39.20353040556234,16,59,1,0.7185669796815017,1,45,0
135,98,36.67504659421342,33,31,1,8.855073492250018,0,39,0
94,95,37.20856752327484,42,33,1,10.277480615757684,1,56,0
82,95,38.36368412986602,59,41,1,2.2327463492518267,5,44,1
72,98,36.851117656546016,49,24,1,8.679744032733229,1,21,0
72,96,38.49020882252608,38,38,1,9.438149604058825,2,64,0
88,98,40.9806430448187,48,8,1,6.413277200950134,0,38,0
83,94,38.69681665599366,11,24,1,0.8541584217352612,0,50,0
93,97,38.41409966271826,47,49,1,10.515894090088787,0,57,0
87,98,39.155751361937284,35,23,1,5.535341121294466,3,44,0
60,95,38.52633029782833,8,41,0,0.7116522861545078,0,64,0
101,94,36.4091584127703,28,42,1,8.324342342205963,3,58,0
107,97,38.91809971306486,42,43,1,0.9373900902441019,0,47,0
110,97,36.15227348246526,47,25,0,8.194773021042664,0,38,0
124,100,34.525346930246776,26,35,1,4.639422390488381,0,40,0
89,97,37.74515828347756,53,54,1,6.973471727539123,0,28,0
108,95,34.178298037505286,24,49,1,2.7442261506874477,3,50,0
99,95,37.459966828554926,27,23,1,4.29308179788996,0,41,0
91,97,36.003830206949566,56,27,0,6.056136710022695,0,46,1
79,100,35.697600969090495,61,20,0,7.036305926457263,2,33,1
98,98,34.84656503713187,38,34,1,11.25140281414785,0,32,0
94,94,39.73349469137345,29,29,1,11.912035409828515,1,46,0
93,97,38.889978951313466,43,22,1,10.401710337685797,2,21,0
103,97,35.89968638592666,42,29,1,7.14810639778532,1,63,0
84,100,38.96200799829787,39,25,0,1.8923058808625763,0,37,0
112,98,36.78679309592348,37,47,1,2.6154104825973645,0,44,0
113,99,38.195267246788006,24,57,0,0.3133901986156998,2,62,1
97,97,37.37413979548454,9,36,1,3.966351531991661,0,39,0
99,97,34.938948637800486,20,41,1,6.428580179394618,0,64,0
64,95,37.58737445350923,31,18,1,6.305094642641971,2,59,0
93,96,39.712788687213994,46,24,1,9.349909176329803,1,56,0
99,99,38.69472491772678,47,29,1,10.043120159619198,1,39,0
97,98,34.54486548692231,10,43,1,0.8681754044891468,3,56,0
126,96,36.198993985935495,30,47,1,4.394196433971118,1,48,0
91,98,37.81033917008731,22,43,1,4.6448578037672394,0,57,0
105,96,38.21345032130439,31,21,0,7.74164819544485,0,33,0
114,94,37.50127763972732,32,36,1,6.338921896803226,1,33,0
83,94,36.85305683937335,10,15,1,7.515082866841741,3,63,0
87,97,35.49940478102322,37,38,1,1.9700390959478609,1,52,0
97,98,40.07584321692032,14,50,1,3.4108767924745544,3,48,0
60,98,40.331111920467265,45,30,1,6.6162075191199925,0,21,0
99,96,38.62852520066078,34,23,1,1.8681239514448789,0,20,0
100,95,37.08665867060818,20,39,1,9.268919035088373,0,42,0
83,95,39.07315978531434,38,34,1,9.276277129255904,1,42,0
60,99,40.66177779803024,40,27,0,7.639776421472423,2,25,0
60,90,39.10125315271978,25,44,1,3.5635168725345574,1,37,0
79,97,35.36834480861436,61,19,1,1.603586188706253,2,25,1
60,98,38.00028265213307,5,35,1,0.3718148893579615,0,40,0
114,97,38.56723040116735,7,18,0,11.932525662502643,0,33,1
84,100,37.53904277385356,52,26,1,1.2217323947684344,0,46,0
96,94,35.85004364259421,8,41,1,10.678486144012512,0,44,0
83,96,37.278969649166044,36,34,1,7.083243835937072,3,22,0
115,98,39.061181595616375,5,31,0,11.008297416903224,0,22,1
114,95,38.8285236398901,15,50,1,3.794944920487896,0,25,0
96,96,38.185284565233104,3,37,1,4.264486295265401,2,61,0
102,95,36.354340935912475,46,19,1,0.970909345885396,1,58,0
88,95,38.0776595587405,57,38,1,8.558780545761795,0,52,1
148,99,38.86286577376404,19,41,1,0.5239589191618323,1,59,0
108,98,36.58771396454468,52,36,1,2.073876510368861,1,45,1
82,93,40.125107256362895,45,32,0,6.987109651220045,1,21,0
100,96,34.903950463907954,0,47,1,9.767086995599465,1,27,0
110,96,36.62201556309708,16,42,1,7.2685186918876115,2,60,0
149,94,40.009811746995474,32,32,1,0.2572531921488926,1,56,0
88,99,35.076612653016724,35,31,0,6.722047085113796,1,30,0
65,97,34.92866426387955,34,36,1,0.5238122675406229,1,57,0
78,96,39.51452176093406,66,32,1,5.391465743972722,3,64,0
80,96,37.280527922730364,16,49,1,9.2719518487002,0,23,0
60,97,38.30302565601842,49,22,1,1.321228009810979,0,37,0
94,97,35.9025923285119,26,23,1,6.869927058833588,0,25,0
82,96,35.72907777595023,29,46,0,9.145257489803484,0,24,0
91,93,37.708725480830694,43,43,1,2.676714715066307,1,61,0
77,95,35.605503527096886,49,40,1,11.771028363308782,1,26,0
99,95,39.39862083803952,32,29,0,6.402758577639415,0,59,0
80,96,38.20968815185174,40,20,1,5.9921870717402665,0,42,0
75,96,36.68766778954744,50,39,1,1.2475454675617825,3,35,0
99,93,37.19068806112729,12,23,0,1.4082623425707828,0,38,0
72,94,37.60404373312044,20,39,0,10.301193028004782,0,22,0
108,95,39.07621207226184,33,37,1,4.820678744675129,1,30,0
88,96,37.30453364526941,8,46,0,1.2322997385951107,1,39,0
117,96,37.148506823574316,26,22,1,11.682662584699257,1,37,0
96,100,36.82304725265148,28,55,1,10.69375277755437,0,52,0
96,97,36.07186862781926,26,43,1,8.9395858157592,0,51,0
69,96,35.99705141692781,17,38,1,1.4824484667001447,0,24,0
79,97,37.3604871717994,18,33,1,6.446314011060895,1,36,0
101,97,36.507958200251814,35,28,1,7.64149567234134,0,44,0
79,97,36.76848618277933,24,30,1,3.028003861560745,1,58,0
77,98,39.22488976199933,24,51,1,10.02190229110904,3,22,0
92,98,35.05565234016447,7,26,1,11.678872254726706,0,48,0
103,93,38.83119295788137,29,42,0,9.8908482602461,1,48,0
61,94,36.965930434794664,29,44,1,8.741233344989723,0,25,0
73,94,38.13340198184552,43,46,1,5.521907834292125,3,36,0
85,100,36.76766376177399,23,20,1,9.147968402059208,2,27,0
84,98,38.328243417392926,31,33,1,5.071067096154308,1,61,0
75,92,37.98321542992172,19,44,1,10.926655529202984,1,25,0
82,97,36.53124602196907,41,45,0,1.7052385562869237,0,42,0
111,95,37.21174698833506,8,38,1,3.495972727300891,4,50,0
89,97,34.767711195751794,14,25,1,10.691452146451477,0,20,0
83,98,35.53693925430248,50,24,0,4.032557461571275,0,22,0
79,97,37.633622811936505,50,35,1,8.746275791550007,0,35,0
101,99,38.224136579705366,7,25,1,9.70769229120709,1,62,0
60,97,38.40697880376084,0,26,1,3.9000243321886177,0,23,0
88,97,35.53031944295984,32,41,1,11.206545375420408,1,36,0
74,96,37.285733661670356,25,45,1,7.31039257764393,1,22,0
88,96,39.325538973978645,37,38,1,6.545134611673803,0,23,0
105,97,37.06507604951966,1,25,1,8.828003553677076,0,33,0
100,98,37.74108284822967,39,41,0,2.928241673005506,1,41,0
95,94,35.94611526279364,19,17,1,5.063999737750379,0,34,0
117,99,36.9593433626987,19,33,0,1.2911839023181937,1,27,1
105,98,33.63172621632899,58,54,1,1.2468726454406476,0,57,1
64,96,36.67993630021629,64,29,0,6.586255659065278,0,37,1
101,95,38.4593534759496,29,44,1,4.776069447043104,5,62,0
97,97,42.383238647907476,48,36,0,10.29438485684817,2,21,0
100,95,36.0942844808799,34,36,1,0.8311827011203243,2,59,0
78,96,38.28257420098312,29,43,1,11.362167992979966,0,27,0
60,95,38.29016684532875,36,61,0,6.767333384535409,1,64,0
97,95,36.55508439119751,7,46,1,2.2096131265937933,3,40,0
80,97,40.15075940203999,19,52,1,6.091798712089749,0,36,0
71,99,38.463440062391456,2,24,1,7.987593391446228,3,34,0
107,94,36.98810570635199,11,47,1,8.533170923543716,3,64,0
105,100,37.11811483072967,37,40,1,2.6863904859022893,0,23,0
82,95,39.44851075845377,6,41,1,1.5125348036588029,4,36,0
70,100,36.133810269375175,5,37,0,0.7016522779081951,0,32,0
95,100,37.24844107204759,39,46,1,11.711431458420966,3,20,0
94,100,40.714559159538986,31,32,1,8.641164810528267,3,28,0
83,99,37.36438021857714,42,48,1,4.480317862556212,2,24,0
89,95,35.45482392892555,9,51,1,6.2651919525812545,4,47,0
98,93,38.87074897448045,28,35,1,0.7373848993289843,0,59,0
77,97,37.78430502203826,23,32,1,8.12930142513012,0,64,0
114,97,37.04173371668763,39,26,0,5.185193482580496,3,31,1
94,100,36.405387160947804,4,42,1,5.293797691877978,0,44,0
114,99,36.77126100695647,24,24,0,1.1797147003504547,0,64,1
75,100,36.071645362958485,29,28,0,4.641561200060719,2,39,0
79,97,40.0143387724971,49,42,0,2.8571205740017107,3,31,0
99,96,36.711139627036886,16,37,1,9.316246566295565,1,33,0
117,94,37.89853871675245,16,9,1,5.751252989280543,0,34,0
84,97,37.15994484003262,33,36,1,10.47716274194895,0,58,0
96,94,35.84870686107697,23,50,1,8.21860605424213,1,46,0
87,97,36.28498994740941,65,46,0,5.395850936774768,1,21,1
112,97,37.34124744348178,48,53,0,3.8778186969618704,0,25,1
88,97,36.931587988367944,32,34,1,4.72332809432837,0,25,0
